N_OVO,P_OVO,AL_ALB,PH_ALB,P_GE,C_GE,YH,YD,YI,HU,F_Q,P_CA,MEDIA_E_CA,OV,L,B,W,L2,L4,D4,TEMPO,CL_PESO_Extra,CL_PESO_Grande,CL_PESO_Médio,CL_PESO_Pequeno,RK_A ,RK_AA,RK_B ,RK_C 
imagens/test/ovo811.png,57.5,3.6,10.4,17.361,6.0,12.9,46.7,0.276,55.5,2.83,5.434,0.37,3.0,59.62,43.0,0.6,29.81,14.91,37.54,28,0,1,0,0,0,0,1,0
imagens/test/ovo813.png,60.4,3.1,10.5,18.387,6.0,13.5,47.3,0.285,46.9,4.11,5.938,0.39,2.0,56.94,44.72,-0.64,28.47,14.24,39.85,28,0,1,0,0,0,0,1,0
imagens/test/ovo815.png,73.3,3.5,10.4,20.338,7.0,13.9,46.7,0.298,44.3,3.77,7.258,0.39,4.0,64.11,46.48,1.43,32.06,16.03,41.79,28,1,0,0,0,0,0,1,0
imagens/test/ovo816.png,58.5,3.1,10.4,16.699,7.0,11.1,45.3,0.245,48.3,5.32,5.701,0.39,2.0,55.85,44.02,-1.65,27.93,13.96,39.43,28,0,1,0,0,0,0,1,0
imagens/test/ovo817.png,56.1,2.5,10.5,17.761,7.0,12.1,47.3,0.256,40.8,2.48,5.544,0.38,2.0,56.11,43.7,0.0,28.06,14.03,39.38,28,0,1,0,0,0,0,1,0
imagens/test/ovo818.png,61.8,3.1,10.1,24.44,6.0,13.5,47.7,0.283,46.0,4.26,5.8,0.39,3.0,60.2,43.55,1.23,30.1,15.05,36.67,28,0,1,0,0,0,0,1,0
imagens/test/ovo819.png,57.4,4.0,9.6,18.14,6.0,14.6,46.0,0.317,60.1,3.81,5.653,0.39,3.0,57.11,43.26,-0.95,28.56,14.28,39.48,28,0,1,0,0,1,0,0,0
imagens/test/ovo820.png,66.6,3.6,10.5,22.469,6.0,12.0,53.7,0.223,50.0,3.92,6.341,0.37,1.0,61.8,44.77,1.02,30.9,15.45,39.91,28,1,0,0,0,0,0,1,0
imagens/test/ovo821.png,52.4,3.0,10.0,17.194,6.0,11.9,47.7,0.249,51.1,2.99,5.165,0.35,2.0,55.39,42.18,0.62,27.7,13.85,37.14,28,0,0,1,0,0,0,1,0
imagens/test/ovo822.png,60.0,4.1,10.0,20.977,7.0,14.6,50.7,0.288,59.8,2.8,5.598,0.36,1.0,58.6,44.42,0.79,29.3,14.65,40.07,28,0,1,0,0,0,0,1,0
imagens/test/ovo823.png,68.5,3.8,10.6,16.737,6.0,13.5,45.0,0.3,51.6,4.66,6.658,0.4,2.0,61.71,45.52,0.0,30.86,15.43,37.94,28,1,0,0,0,0,0,1,0
imagens/test/ovo824.png,57.5,3.1,10.6,16.162,5.0,11.0,46.0,0.239,49.0,4.29,5.995,0.39,4.0,58.44,42.71,0.49,29.22,14.61,37.83,28,0,1,0,0,0,0,1,0
imagens/test/ovo825.png,65.3,4.1,10.6,17.91,6.0,12.5,46.0,0.272,57.1,3.82,5.652,0.32,2.0,58.14,46.09,0.93,29.07,14.54,42.22,28,1,0,0,0,0,0,1,0
imagens/test/ovo826.png,57.5,4.5,10.4,16.39,6.0,13.9,45.7,0.304,65.2,3.04,4.83,0.32,2.0,56.42,43.82,0.0,28.21,14.11,39.21,28,0,1,0,0,1,0,0,0
imagens/test/ovo827.png,57.0,3.6,10.5,13.291,6.0,11.6,48.0,0.242,55.8,4.47,6.286,0.42,1.0,55.17,43.61,0.0,27.59,13.79,39.13,28,0,1,0,0,0,0,1,0
imagens/test/ovo828.png,65.8,4.3,10.2,18.167,7.0,14.4,46.3,0.311,59.1,3.89,5.819,0.33,2.0,60.28,45.63,0.96,30.14,15.07,40.72,28,1,0,0,0,0,0,1,0
imagens/test/ovo829.png,63.7,2.5,10.7,19.971,6.0,12.0,51.0,0.235,34.1,4.78,6.239,0.4,2.0,57.67,45.25,-1.26,28.84,14.42,41.37,28,0,1,0,0,0,0,1,0
imagens/test/ovo830.png,63.3,3.0,10.5,20.914,6.0,15.4,47.3,0.326,43.3,3.07,5.314,0.33,3.0,59.76,44.92,1.71,29.88,14.94,38.47,28,0,1,0,0,0,0,1,0
imagens/test/ovo831.png,72.7,3.1,10.5,17.825,6.0,12.0,46.0,0.261,38.0,4.42,7.067,0.39,2.0,63.14,46.32,0.0,31.57,15.79,41.84,28,1,0,0,0,0,0,1,0
imagens/test/ovo832.png,67.1,3.3,10.6,19.644,6.0,12.5,48.7,0.257,45.3,4.13,7.084,0.42,3.0,59.56,45.74,-0.94,29.78,14.89,41.67,28,1,0,0,0,0,0,1,0
imagens/test/ovo833.png,63.1,2.9,10.7,19.871,6.0,12.6,47.7,0.264,41.9,5.09,6.165,0.39,3.0,58.51,44.92,0.96,29.26,14.63,38.39,28,0,1,0,0,0,0,1,0
imagens/test/ovo835.png,54.7,4.1,10.5,17.893,6.0,13.3,48.3,0.275,62.6,2.86,5.455,0.38,1.0,57.47,42.35,-1.52,28.74,14.37,36.89,28,0,0,1,0,1,0,0,0
imagens/test/ovo836.png,58.5,3.1,10.7,18.626,6.0,12.5,46.7,0.268,48.3,3.28,5.416,0.36,1.0,56.77,43.7,1.1,28.39,14.19,38.21,28,0,1,0,0,0,0,1,0
imagens/test/ovo837.png,62.5,3.8,10.8,19.325,6.0,12.3,49.3,0.249,55.0,2.58,6.525,0.39,1.0,58.86,44.25,0.94,29.43,14.72,40.32,28,0,1,0,0,0,0,1,0
imagens/test/ovo838.png,62.5,3.6,10.7,19.795,6.0,11.9,50.3,0.237,52.5,3.73,6.184,0.4,2.0,58.01,44.64,0.0,29.01,14.5,38.82,28,0,1,0,0,0,0,1,0
imagens/test/ovo839.png,62.4,3.0,10.3,19.393,6.0,12.1,48.0,0.252,44.0,3.79,5.876,0.36,2.0,60.5,43.48,1.13,30.25,15.13,37.13,28,0,1,0,0,0,0,1,0
imagens/test/ovo840.png,63.3,3.6,10.5,18.67,6.0,14.0,46.3,0.302,52.0,3.61,6.03,0.39,2.0,58.45,44.78,1.09,29.23,14.61,39.52,28,0,1,0,0,0,0,1,0
imagens/test/ovo841.png,66.3,3.0,10.6,19.797,7.0,11.9,49.7,0.239,41.1,4.79,6.707,0.39,1.0,60.42,45.48,-0.7,30.21,15.11,37.94,28,1,0,0,0,0,0,1,0
imagens/test/ovo843.png,58.6,3.6,10.5,17.789,6.0,11.9,46.3,0.257,54.8,4.13,5.871,0.4,2.0,57.2,43.52,0.58,28.6,14.3,38.33,28,0,1,0,0,0,0,1,0
imagens/test/ovo844.png,65.7,4.0,10.3,17.395,6.0,12.8,36.3,0.353,55.7,4.02,7.027,0.44,3.0,59.91,46.42,-2.94,29.96,14.98,39.14,28,1,0,0,0,0,0,1,0
imagens/test/ovo845.png,64.1,3.8,10.1,20.091,6.0,14.9,46.7,0.319,54.1,2.95,5.231,0.31,2.0,58.46,45.65,-0.94,29.23,14.62,41.3,28,0,1,0,0,0,0,1,0
imagens/test/ovo846.png,68.4,3.8,10.4,18.832,6.0,11.6,50.0,0.232,51.6,4.29,6.273,0.37,2.0,60.41,45.52,0.0,30.21,15.1,41.14,28,1,0,0,0,0,0,1,0
imagens/test/ovo847.png,62.8,3.3,10.5,18.618,6.0,10.5,50.0,0.21,48.2,4.59,6.178,0.38,1.0,61.49,43.33,0.0,30.75,15.37,38.93,28,0,1,0,0,0,0,1,0
imagens/test/ovo848.png,61.3,3.1,10.0,19.441,6.0,12.5,48.0,0.26,46.3,3.76,5.822,0.37,2.0,56.1,45.38,-1.52,28.05,14.03,39.82,28,0,1,0,0,0,0,1,0
imagens/test/ovo849.png,65.6,3.4,10.3,16.85,6.0,11.8,43.0,0.274,47.8,2.25,5.106,0.35,1.0,60.78,45.14,1.3,30.39,15.2,39.55,28,1,0,0,0,0,0,1,0
imagens/test/ovo850.png,56.2,3.6,10.1,15.758,6.0,12.6,44.0,0.286,56.2,4.19,6.251,0.43,2.0,55.89,43.78,-1.94,27.95,13.97,40.46,28,0,1,0,0,0,0,1,0
imagens/test/ovo851.png,70.3,2.6,10.4,16.351,6.0,11.8,45.0,0.262,30.1,4.43,6.444,0.39,2.0,64.19,44.79,0.0,32.1,16.05,40.45,28,1,0,0,0,0,0,0,1
imagens/test/ovo852.png,60.1,3.0,10.5,19.437,6.0,11.1,47.3,0.235,45.7,4.61,5.833,0.37,3.0,55.88,45.0,0.0,27.94,13.97,38.85,28,0,1,0,0,0,0,1,0
imagens/test/ovo853.png,68.9,4.5,9.9,15.442,6.0,15.6,46.3,0.337,59.8,3.01,5.697,0.33,3.0,60.26,47.03,1.03,30.13,15.07,41.36,28,1,0,0,0,0,0,1,0
imagens/test/ovo854.png,52.9,3.5,10.4,19.035,6.0,11.6,44.7,0.26,57.0,4.2,4.982,0.35,2.0,55.02,42.17,0.71,27.51,13.76,34.97,28,0,0,1,0,0,0,1,0
imagens/test/ovo855.png,63.9,3.3,10.4,17.068,6.0,13.0,45.0,0.289,47.5,4.28,6.664,0.41,2.0,58.48,45.7,1.61,29.24,14.62,40.58,28,0,1,0,0,0,0,1,0
imagens/test/ovo857.png,64.5,3.5,10.7,17.536,7.0,11.9,48.7,0.244,49.9,4.39,5.707,0.39,2.0,58.18,45.67,-1.68,29.09,14.55,37.53,28,0,1,0,0,0,0,1,0
imagens/test/ovo858.png,66.0,2.9,10.7,21.757,6.0,12.5,49.7,0.252,39.6,3.11,5.752,0.35,2.0,61.48,46.28,2.04,30.74,15.37,39.1,28,1,0,0,0,0,0,1,0
imagens/test/ovo859.png,65.3,3.8,10.4,18.495,7.0,11.5,46.7,0.246,53.4,3.71,6.846,0.42,2.0,59.8,45.46,0.0,29.9,14.95,37.88,28,1,0,0,0,0,0,1,0
imagens/test/ovo860.png,65.0,3.9,10.3,21.0,6.0,15.8,47.7,0.331,54.8,3.58,6.564,0.41,4.0,60.23,45.86,-1.14,30.12,15.06,41.28,28,1,0,0,0,0,0,1,0
imagens/test/ovo861.png,64.9,4.3,10.7,20.497,5.0,11.8,49.3,0.239,59.5,4.87,6.737,0.42,2.0,58.55,45.61,1.74,29.28,14.64,40.18,28,0,1,0,0,0,0,1,0
imagens/test/ovo862.png,60.2,3.9,10.7,17.191,6.0,12.0,45.3,0.265,57.5,4.27,6.148,0.4,2.0,57.31,44.13,2.1,28.66,14.33,39.74,28,0,1,0,0,0,0,1,0
imagens/test/ovo863.png,60.0,3.1,10.6,17.479,6.0,12.6,44.7,0.282,47.2,3.58,5.446,0.35,1.0,57.98,43.81,1.39,28.99,14.5,38.66,28,0,1,0,0,0,0,1,0
imagens/test/ovo864.png,67.4,3.3,10.8,18.515,6.0,11.9,47.3,0.252,45.1,3.52,6.461,0.37,2.0,62.74,42.1,1.59,31.37,15.69,39.18,28,1,0,0,0,0,0,1,0
imagens/test/ovo865.png,66.2,3.6,10.4,17.486,7.0,11.9,46.3,0.257,50.2,3.91,6.203,0.38,1.0,61.14,45.24,0.88,30.57,15.29,40.69,28,1,0,0,0,0,0,1,0
imagens/test/ovo866.png,62.5,3.4,10.7,20.113,6.0,11.1,50.3,0.221,49.8,2.01,6.118,0.39,1.0,60.2,43.87,1.06,30.1,15.05,39.13,28,0,1,0,0,0,0,1,0
imagens/test/ovo867.png,61.5,2.8,10.8,20.274,6.0,11.8,49.3,0.239,41.4,3.22,5.936,0.38,1.0,57.02,44.58,0.98,28.51,14.26,36.78,28,0,1,0,0,0,0,1,0
imagens/test/ovo869.png,57.9,4.0,10.7,20.262,7.0,12.5,47.7,0.262,59.9,3.71,5.263,0.34,3.0,57.83,43.06,2.0,28.92,14.46,37.73,28,0,1,0,0,0,0,1,0
imagens/test/ovo870.png,67.4,4.4,10.1,21.188,6.0,16.3,47.3,0.345,59.4,4.71,6.242,0.38,1.0,60.53,45.55,-1.28,30.27,15.13,40.49,28,1,0,0,0,0,0,1,0
imagens/test/ovo871.png,61.0,3.0,10.4,16.948,6.0,12.3,46.3,0.266,45.0,3.96,6.175,0.39,3.0,58.58,44.06,0.0,29.29,14.65,39.49,28,0,1,0,0,0,0,1,0
imagens/test/ovo872.png,58.5,3.4,10.2,17.555,6.0,12.9,46.0,0.28,52.4,4.26,5.26,0.36,3.0,58.67,43.17,0.75,29.34,14.67,37.53,28,0,1,0,0,0,0,1,0
imagens/test/ovo873.png,60.5,3.3,10.4,17.584,6.0,13.1,46.7,0.281,49.7,3.38,5.435,0.37,2.0,60.76,43.23,1.98,30.38,15.19,37.63,28,0,1,0,0,0,0,1,0
imagens/test/ovo874.png,59.4,3.5,10.3,18.11,6.0,13.3,45.0,0.296,53.1,3.66,6.07,0.41,2.0,59.37,42.68,-0.94,29.69,14.84,38.67,28,0,1,0,0,0,0,1,0
imagens/test/ovo875.png,55.3,3.6,10.3,17.699,6.0,13.3,45.3,0.294,56.8,4.46,6.258,0.42,3.0,55.62,42.69,-1.09,27.81,13.91,39.32,28,0,1,0,0,0,0,1,0
imagens/test/ovo876.png,55.1,3.5,10.4,16.099,5.0,12.9,45.0,0.287,55.7,4.87,6.303,0.42,2.0,58.4,41.71,0.0,29.2,14.6,36.96,28,0,1,0,0,0,0,1,0
imagens/test/ovo877.png,58.7,3.8,10.4,17.275,7.0,13.4,44.7,0.3,57.2,3.26,6.137,0.4,3.0,59.62,43.96,0.0,29.81,14.91,38.65,28,0,1,0,0,0,0,1,0
imagens/test/ovo878.png,70.4,3.1,10.4,20.87,7.0,14.4,47.7,0.302,39.7,4.56,6.914,0.4,3.0,60.88,47.06,0.45,30.44,15.22,41.16,28,1,0,0,0,0,0,1,0
imagens/test/ovo879.png,70.9,3.3,10.5,19.029,6.0,13.9,46.7,0.298,42.7,2.04,5.907,0.33,3.0,63.33,46.05,-1.51,31.67,15.83,41.69,28,1,0,0,0,0,0,1,0
imagens/test/ovo880.png,62.3,2.9,10.5,19.357,6.0,13.4,46.7,0.287,42.5,4.2,5.619,0.35,1.0,59.21,44.24,1.73,29.61,14.8,37.79,28,0,1,0,0,0,0,1,0
imagens/test/ovo881.png,64.0,4.0,10.5,18.837,5.0,13.8,47.0,0.294,56.6,4.76,5.906,0.37,1.0,58.87,44.86,0.0,29.44,14.72,40.78,28,0,1,0,0,0,0,1,0
imagens/test/ovo882.png,76.2,3.6,10.4,17.561,6.0,13.3,46.3,0.287,44.0,3.11,6.915,0.4,4.0,63.31,48.77,3.1,31.66,15.83,42.4,28,1,0,0,0,0,0,1,0
imagens/test/ovo883.png,60.6,2.9,10.5,19.717,7.0,12.3,48.0,0.256,43.7,3.66,5.791,0.37,1.0,58.42,43.94,0.78,29.21,14.61,39.57,28,0,1,0,0,0,0,1,0
imagens/test/ovo884.png,62.4,3.1,10.5,18.76,6.0,12.4,47.7,0.26,45.5,5.0,6.427,0.38,1.0,59.01,44.05,0.79,29.51,14.75,38.93,28,0,1,0,0,0,0,1,0
imagens/test/ovo886.png,61.7,2.9,10.6,20.302,6.0,13.1,48.0,0.273,42.9,4.47,5.786,0.37,1.0,58.03,44.82,1.19,29.02,14.51,38.35,28,0,1,0,0,0,0,1,0
imagens/test/ovo887.png,65.3,3.4,10.7,20.092,6.0,12.9,49.7,0.26,48.0,4.87,6.566,0.4,2.0,59.38,45.22,0.0,29.69,14.85,40.05,28,1,0,0,0,0,0,1,0
imagens/test/ovo888.png,61.8,4.1,10.7,17.883,6.0,11.9,46.7,0.255,58.9,4.26,6.124,0.38,2.0,58.04,44.18,1.13,29.02,14.51,39.3,28,0,1,0,0,0,0,1,0
imagens/test/ovo889.png,63.1,5.9,10.3,17.668,5.0,16.6,44.3,0.375,75.0,2.72,5.796,0.36,3.0,59.2,45.12,0.31,29.6,14.8,40.39,28,0,1,0,0,0,1,0,0
imagens/test/ovo890.png,62.4,3.6,10.5,18.617,6.0,11.8,48.3,0.244,52.6,3.06,6.285,0.39,2.0,59.7,44.59,0.99,29.85,14.93,39.29,28,0,1,0,0,0,0,1,0
imagens/test/ovo891.png,64.3,4.8,10.6,23.067,7.0,14.9,51.3,0.29,65.0,2.88,6.12,0.4,3.0,60.1,45.36,0.0,30.05,15.03,41.88,28,0,1,0,0,1,0,0,0
imagens/test/ovo892.png,55.2,4.4,10.3,16.629,6.0,14.4,44.3,0.325,65.3,5.06,6.709,0.44,4.0,57.62,43.53,1.36,28.81,14.41,37.22,28,0,1,0,0,1,0,0,0
imagens/test/ovo893.png,64.0,3.4,10.2,20.758,7.0,14.6,48.3,0.302,48.9,4.32,6.149,0.37,2.0,59.91,45.6,0.83,29.96,14.98,39.04,28,0,1,0,0,0,0,1,0
imagens/test/ovo894.png,53.6,3.6,10.4,16.248,6.0,11.5,47.3,0.243,57.8,4.13,5.161,0.37,2.0,54.91,42.63,-0.79,27.46,13.73,38.23,28,0,0,1,0,0,0,1,0
imagens/test/ovo896.png,57.2,4.4,10.4,18.538,6.0,16.1,46.0,0.35,64.4,2.86,5.63,0.39,1.0,55.72,44.13,0.95,27.86,13.93,39.44,28,0,1,0,0,1,0,0,0
imagens/test/ovo897.png,65.4,3.1,10.4,19.786,7.0,13.5,48.3,0.28,43.4,3.24,6.139,0.38,2.0,59.88,45.75,-0.82,29.94,14.97,40.46,28,1,0,0,0,0,0,1,0
imagens/test/ovo898.png,60.0,2.9,10.5,18.632,6.0,12.1,48.0,0.252,44.2,4.09,5.645,0.37,1.0,60.04,43.38,1.45,30.02,15.01,37.8,28,0,1,0,0,0,0,1,0
imagens/test/ovo899.png,61.6,3.6,10.6,18.082,6.0,11.9,50.7,0.235,53.0,4.46,6.272,0.38,2.0,59.45,43.79,1.68,29.73,14.86,38.73,28,0,1,0,0,0,0,1,0
imagens/test/ovo900.png,58.1,3.0,10.6,17.44,6.0,10.8,48.0,0.225,47.1,4.71,5.675,0.37,1.0,58.52,43.27,-1.47,29.26,14.63,38.2,28,0,1,0,0,0,0,1,0
imagens/test/ovo901.png,62.9,4.4,10.6,19.149,6.0,15.3,47.0,0.326,61.6,3.18,5.801,0.36,3.0,62.12,44.91,1.91,31.06,15.53,38.51,28,0,1,0,0,1,0,0,0
imagens/test/ovo902.png,57.8,3.1,10.7,18.424,6.0,12.5,48.3,0.259,48.8,4.65,5.464,0.38,1.0,56.2,43.57,0.87,28.1,14.05,39.69,28,0,1,0,0,0,0,1,0
imagens/test/ovo903.png,65.0,3.0,10.6,17.979,6.0,11.5,47.0,0.245,42.1,3.29,5.386,0.32,3.0,61.64,45.07,0.64,30.82,15.41,40.06,28,1,0,0,0,0,0,1,0
imagens/test/ovo904.png,65.9,2.6,10.6,17.491,6.0,11.5,47.0,0.245,34.1,3.87,6.558,0.38,2.0,60.04,45.22,0.64,30.02,15.01,41.03,28,1,0,0,0,0,0,1,0
imagens/test/ovo905.png,65.1,3.4,10.7,19.817,7.0,11.4,50.3,0.227,48.1,4.81,6.3,0.39,3.0,56.58,46.24,-2.01,28.29,14.15,38.93,28,1,0,0,0,0,0,1,0
imagens/test/ovo907.png,62.1,2.6,10.7,20.639,6.0,12.4,50.3,0.247,37.4,3.18,5.56,0.39,1.0,59.53,44.37,0.64,29.77,14.88,37.98,28,0,1,0,0,0,0,1,0
imagens/test/ovo908.png,64.1,3.3,10.7,21.218,6.0,12.3,49.3,0.249,47.4,3.1,5.961,0.37,2.0,57.75,45.68,-1.21,28.88,14.44,40.27,28,0,1,0,0,0,0,1,0
imagens/test/ovo909.png,60.1,3.0,10.6,17.403,7.0,12.0,47.7,0.252,45.7,2.74,5.366,0.36,1.0,58.8,43.82,0.0,29.4,14.7,39.26,28,0,1,0,0,0,0,1,0
imagens/test/ovo910.png,68.0,3.8,10.6,21.899,6.0,14.3,48.3,0.296,51.9,4.07,6.544,0.39,1.0,59.85,46.27,1.75,29.93,14.96,41.46,28,1,0,0,0,0,0,1,0
imagens/test/ovo911.png,63.1,3.0,10.6,18.175,6.0,12.0,48.7,0.246,43.5,4.82,6.285,0.39,1.0,60.41,44.59,1.59,30.21,15.1,37.88,28,0,1,0,0,0,0,1,0
imagens/test/ovo912.png,64.0,2.6,10.8,19.702,6.0,12.3,49.3,0.249,35.8,2.42,5.951,0.36,2.0,59.83,45.03,-1.1,29.92,14.96,41.66,28,0,1,0,0,0,0,1,0
imagens/test/ovo915.png,56.9,3.3,10.6,17.068,6.0,11.8,44.7,0.264,52.1,4.08,5.441,0.39,3.0,56.6,43.11,0.0,28.3,14.15,37.33,28,0,1,0,0,0,0,1,0
imagens/test/ovo916.png,67.9,3.8,10.6,16.852,6.0,10.8,47.0,0.23,51.9,4.22,6.528,0.38,2.0,63.19,45.0,0.0,31.6,15.8,39.55,28,1,0,0,0,0,0,1,0
imagens/test/ovo917.png,64.2,3.1,10.5,20.611,7.0,11.4,48.7,0.234,44.3,4.28,6.104,0.39,2.0,59.65,44.71,-0.64,29.83,14.91,37.47,28,0,1,0,0,0,0,1,0
imagens/test/ovo919.png,62.2,4.4,10.6,17.802,6.0,11.8,46.0,0.257,61.9,5.49,6.241,0.39,1.0,61.47,43.69,1.66,30.74,15.37,37.55,28,0,1,0,0,1,0,0,0
imagens/test/ovo920.png,65.6,4.0,10.6,20.972,6.0,15.8,47.0,0.336,55.7,4.17,6.141,0.37,2.0,57.83,46.48,0.43,28.92,14.46,40.61,28,1,0,0,0,0,0,1,0
imagens/test/ovo922.png,58.4,3.5,10.4,19.205,6.0,13.1,47.7,0.275,53.7,4.33,5.746,0.38,1.0,57.18,43.2,0.0,28.59,14.3,39.67,28,0,1,0,0,0,0,1,0
imagens/test/ovo923.png,57.8,2.8,10.5,18.008,6.0,14.3,44.7,0.32,44.3,5.26,5.377,0.35,2.0,58.63,42.69,0.59,29.32,14.66,37.5,28,0,1,0,0,0,0,1,0
imagens/test/ovo924.png,57.8,2.8,10.7,15.74,7.0,11.6,44.3,0.262,44.3,0.98,6.104,0.39,2.0,55.39,44.49,-0.69,27.7,13.85,39.83,28,0,1,0,0,0,0,1,0
imagens/test/ovo925.png,62.3,3.5,10.7,18.412,7.0,14.1,47.0,0.3,51.3,3.29,5.209,0.36,2.0,59.73,43.91,0.0,29.87,14.93,38.6,28,0,1,0,0,0,0,1,0
imagens/test/ovo926.png,60.6,3.5,10.7,20.152,6.0,12.6,49.7,0.254,52.4,4.06,6.269,0.39,2.0,57.44,43.88,1.11,28.72,14.36,38.65,28,0,1,0,0,0,0,1,0
imagens/test/ovo927.png,65.7,3.5,10.7,18.754,6.0,13.1,47.0,0.279,49.2,4.93,6.337,0.37,2.0,59.18,44.93,0.54,29.59,14.8,40.7,28,1,0,0,0,0,0,1,0
imagens/test/ovo928.png,56.0,3.5,10.5,18.417,6.0,12.5,49.0,0.255,55.2,3.52,5.54,0.38,1.0,56.27,42.77,1.3,28.14,14.07,38.17,28,0,1,0,0,0,0,1,0
imagens/test/ovo929.png,61.9,4.4,10.6,19.373,6.0,15.4,47.7,0.323,62.1,1.02,4.589,0.31,2.0,61.4,45.07,1.31,30.7,15.35,38.94,28,0,1,0,0,1,0,0,0
imagens/test/ovo930.png,54.8,3.6,10.6,17.007,6.0,13.0,45.7,0.284,57.1,2.86,4.884,0.35,2.0,53.37,44.48,-1.67,26.69,13.34,35.76,28,0,0,1,0,0,0,1,0
imagens/test/ovo932.png,60.0,3.1,10.7,16.9,6.0,11.6,47.0,0.247,47.2,4.77,6.146,0.39,3.0,58.25,43.74,-1.23,29.13,14.56,37.64,28,0,1,0,0,0,0,1,0
imagens/test/ovo933.png,59.8,5.0,10.6,20.425,6.0,15.9,46.3,0.343,68.8,3.97,5.345,0.36,3.0,58.03,44.19,0.82,29.02,14.51,37.91,28,0,1,0,0,1,0,0,0
imagens/test/ovo934.png,70.6,3.1,10.4,21.913,6.0,13.0,43.3,0.3,39.6,3.77,6.147,0.35,2.0,61.65,46.28,-1.28,30.83,15.41,41.65,28,1,0,0,0,0,0,1,0
imagens/test/ovo935.png,44.8,3.1,10.5,19.314,6.0,11.8,40.0,0.295,57.5,3.62,4.253,0.34,1.0,52.41,40.54,0.72,26.21,13.1,34.51,28,0,0,0,1,0,0,1,0
imagens/test/ovo937.png,61.7,3.6,10.8,19.681,7.0,12.5,47.7,0.262,53.0,4.45,6.124,0.41,2.0,56.03,45.05,0.73,28.02,14.01,40.42,28,0,1,0,0,0,0,1,0
imagens/test/ovo938.png,61.7,3.6,10.9,20.746,6.0,13.0,41.3,0.315,53.0,4.52,5.966,0.41,2.0,59.07,44.29,0.0,29.54,14.77,40.57,28,0,1,0,0,0,0,1,0
imagens/test/ovo940.png,62.8,4.3,10.6,20.934,6.0,12.9,45.3,0.285,60.6,4.57,6.305,0.41,2.0,56.32,46.07,0.49,28.16,14.08,38.81,28,0,1,0,0,1,0,0,0
imagens/test/ovo942.png,64.7,3.4,10.7,19.061,7.0,13.3,46.3,0.287,48.4,4.25,6.291,0.39,3.0,58.57,44.94,-1.35,29.29,14.64,41.29,28,0,1,0,0,0,0,1,0
imagens/test/ovo943.png,60.3,2.6,10.8,18.007,7.0,11.8,48.0,0.246,39.0,3.25,6.581,0.37,1.0,57.82,44.28,0.0,28.91,14.46,39.52,28,0,1,0,0,0,0,1,0
imagens/test/ovo944.png,55.5,2.6,10.8,18.044,6.0,11.5,49.3,0.233,42.9,4.52,5.805,0.4,2.0,56.52,42.58,2.73,28.26,14.13,37.84,28,0,1,0,0,0,0,1,0
imagens/test/ovo945.png,57.0,2.9,10.7,18.258,6.0,11.6,47.7,0.243,46.4,3.24,5.551,0.4,2.0,56.35,43.16,1.82,28.18,14.09,37.55,28,0,1,0,0,0,0,1,0
imagens/test/ovo946.png,65.7,3.1,10.8,18.235,6.0,12.9,45.7,0.282,43.2,2.7,6.208,0.38,2.0,59.93,45.32,1.48,29.97,14.98,37.22,28,1,0,0,0,0,0,1,0
imagens/test/ovo947.png,61.8,2.9,10.7,19.879,6.0,11.6,50.7,0.229,42.8,4.3,6.25,0.41,1.0,56.78,45.31,0.0,28.39,14.2,38.71,28,0,1,0,0,0,0,1,0
imagens/test/ovo948.png,52.9,4.3,10.8,14.485,6.0,11.4,43.7,0.261,65.5,4.63,5.833,0.4,2.0,54.73,42.19,0.7,27.37,13.68,36.49,28,0,0,1,0,1,0,0,0
imagens/test/ovo949.png,58.5,3.0,10.3,15.95,6.0,12.8,43.3,0.296,46.8,4.9,6.161,0.42,3.0,56.7,43.65,-1.04,28.35,14.18,38.76,28,0,1,0,0,0,0,1,0
imagens/test/ovo950.png,68.9,3.4,10.5,19.937,6.0,12.6,48.7,0.259,45.6,5.11,6.672,0.39,2.0,62.05,45.14,-1.07,31.03,15.51,39.36,28,1,0,0,0,0,0,1,0
imagens/test/ovo951.png,63.4,3.0,10.8,16.8,7.0,11.9,45.3,0.263,43.3,3.38,4.668,0.3,2.0,61.8,44.5,0.0,30.9,15.45,38.78,28,0,1,0,0,0,0,1,0
imagens/test/ovo952.png,60.1,2.8,10.8,19.662,6.0,12.5,48.0,0.26,42.5,4.98,5.266,0.34,2.0,58.08,43.74,0.0,29.04,14.52,38.89,28,0,1,0,0,0,0,1,0
imagens/test/ovo953.png,61.4,2.6,10.7,17.521,7.0,12.9,48.0,0.269,38.0,4.04,6.693,0.42,3.0,56.25,45.22,-1.09,28.13,14.06,39.24,28,0,1,0,0,0,0,1,0
imagens/test/ovo954.png,66.2,2.6,10.6,20.051,7.0,11.9,49.7,0.239,33.8,1.91,5.882,0.36,1.0,59.94,46.23,-1.58,29.97,14.99,40.88,28,1,0,0,0,0,0,1,0
imagens/test/ovo955.png,64.3,4.0,10.7,18.891,6.0,15.3,40.7,0.376,56.4,4.1,5.892,0.37,2.0,60.98,44.29,0.0,30.49,15.25,37.78,28,0,1,0,0,0,0,1,0
imagens/test/ovo956.png,64.5,2.9,10.5,19.028,7.0,13.5,50.0,0.27,40.8,5.39,6.594,0.41,1.0,59.56,44.66,4.0,29.78,14.89,37.83,28,0,1,0,0,0,0,1,0
